Unnamed: 0,Gender,Age,Ever_Married,Family_Size,Profession,Graduated,Work_Experience,Energy_Consumption,Preferred_Renewable,Predicted_Group
1748,1,48,1,3.0,0,0,1.0,2,2,A
1749,1,43,0,1.0,3,0,0.0,2,2,D
1750,0,29,1,2.0,2,0,1.0,2,2,A
1751,0,43,1,2.0,3,1,0.0,2,2,B
1752,1,25,0,1.0,1,0,5.0,2,2,D
1753,0,75,1,1.0,7,0,0.0,2,2,D
1754,0,22,0,5.0,5,0,0.0,2,2,D
1755,1,86,1,1.0,8,0,1.0,2,2,A
1756,0,50,1,2.0,3,1,1.0,2,2,B
1757,1,73,1,9.0,7,0,1.0,1,2,A
1758,1,87,0,2.0,7,1,1.0,2,2,A
1759,1,49,1,4.0,0,1,0.0,0,4,C
1760,1,46,1,5.0,4,1,1.0,1,4,B
1761,1,73,1,2.0,4,0,0.0,1,4,B
1762,0,87,1,2.0,7,1,1.0,1,4,A
1763,1,53,1,4.0,4,0,2.0,1,2,D
1764,1,84,1,2.0,7,1,1.0,1,4,B
1765,1,47,1,3.0,4,1,3.0,1,4,C
1766,1,59,1,4.0,4,0,1.0,1,4,B
1767,1,82,1,1.0,7,0,1.0,2,4,A
1768,0,71,1,2.0,7,1,0.0,1,4,C
1769,1,39,1,2.0,0,1,9.0,0,0,C
1770,0,25,0,2.0,1,0,0.0,2,4,D
1771,1,67,1,2.0,4,1,1.0,1,4,C
1772,0,83,1,2.0,7,1,13.0,1,4,C
1773,1,49,1,4.0,4,0,0.0,1,4,B
1774,0,87,1,2.0,7,0,0.0,1,4,B
1775,1,69,1,2.0,7,0,1.0,0,4,B
1776,1,40,1,2.0,3,1,9.0,0,4,B
1777,1,87,1,2.0,7,1,1.0,1,4,A
1778,1,68,1,3.0,5,1,0.0,0,4,C
1779,0,43,1,2.0,0,1,2.552586938083121,0,4,C
1780,1,67,1,5.0,0,1,0.0,1,4,C
1781,1,80,1,1.0,7,1,1.0,2,4,A
1782,1,65,1,1.0,7,1,1.0,2,6,A
1783,1,29,0,4.0,1,1,0.0,2,4,D
1784,1,60,1,3.0,3,1,2.552586938083121,0,4,C
1785,1,72,1,2.0,4,1,1.0,1,4,C
1786,1,57,1,1.0,1,1,0.0,2,4,A
1787,1,47,1,4.0,4,1,1.0,1,4,C
1788,1,39,1,2.0,3,0,1.0,0,4,B
1789,1,62,1,2.0,0,1,0.0,1,4,B
1790,0,81,1,1.0,7,1,1.0,2,4,C
1791,1,65,1,2.0,4,0,8.0,0,4,B
1792,1,47,0,2.0,7,0,2.552586938083121,2,4,D
1793,0,40,1,2.0,0,1,8.0,0,4,C
1794,0,86,1,2.0,7,0,0.0,1,4,B
1795,1,67,1,2.0,7,1,0.0,1,2,B
1796,0,45,1,5.0,0,1,0.0,0,4,C
1797,0,27,0,4.0,5,1,1.0,2,4,D
1798,0,32,0,1.0,0,1,7.0,2,6,B
1799,0,41,1,2.0,0,1,3.0,0,4,C
1800,0,27,1,2.0,5,1,6.0,0,4,A
1801,0,58,1,3.0,0,0,0.0,0,4,C
1802,0,61,1,5.0,3,1,1.0,0,4,B
1803,1,52,1,2.0,0,1,0.0,0,4,C
1804,1,25,0,1.0,1,1,8.0,2,4,D
1805,1,33,0,3.0,5,1,2.0,2,4,D
1806,1,31,0,2.8253778838504378,0,0,0.0,2,4,A
1807,1,37,0,1.0,3,1,1.0,2,4,A
1808,1,38,1,2.0,0,1,1.0,0,4,C
1809,1,81,1,1.0,7,1,0.0,2,4,A
1810,1,61,1,3.0,4,1,0.0,1,4,C
1811,1,20,0,3.0,5,0,0.0,2,4,D
1812,0,48,1,4.0,0,1,8.0,1,4,C
1813,0,43,1,2.0,0,1,8.0,0,4,C
1814,0,22,0,4.0,6,0,0.0,2,4,D
1815,0,63,1,4.0,0,1,1.0,0,4,C
1816,0,25,0,1.0,5,1,8.0,2,2,D
1817,0,73,0,1.0,7,1,1.0,2,4,C
1818,0,43,1,4.0,0,0,4.0,0,5,B
1819,0,39,1,4.0,1,0,1.0,0,2,B
1820,0,49,1,4.0,0,1,0.0,0,4,C
1821,0,83,1,2.0,7,1,1.0,1,4,A
1822,1,22,0,6.0,5,0,9.0,2,0,D
1823,0,31,0,2.0,0,1,2.0,2,2,A
1824,0,60,1,4.0,0,1,1.0,1,4,C
1825,1,42,1,4.0,3,1,1.0,0,6,C
1826,1,25,0,4.0,3,0,7.0,2,4,D
1827,1,29,0,3.0,5,1,3.0,2,4,D
1828,1,29,1,2.0,5,1,1.0,2,4,A
1829,1,39,1,2.0,3,1,2.0,0,4,C
1830,1,33,1,1.0,2,0,14.0,2,4,D
1831,1,35,1,4.0,4,1,9.0,1,4,C
1832,1,38,1,3.0,3,0,2.0,2,4,A
1833,1,59,1,2.0,0,1,1.0,1,4,B
1834,1,67,1,2.0,0,0,1.0,0,4,C
1835,1,45,1,1.0,0,1,1.0,2,4,A
1836,1,70,1,2.0,7,1,2.552586938083121,1,4,B
1837,1,19,0,4.0,5,0,5.0,2,6,D
1838,0,23,0,4.0,5,0,0.0,2,4,D
1839,1,22,0,4.0,5,0,1.0,2,3,D
1840,0,23,0,4.0,5,1,1.0,2,5,D
1841,1,80,1,1.0,4,0,0.0,2,4,D
1842,1,40,1,5.0,2,0,14.0,0,2,D
1843,1,36,0,1.0,0,1,0.0,2,2,A
1844,0,31,1,4.0,2,0,8.0,2,4,A
1845,0,20,1,2.0,2,0,1.0,2,2,A
1846,1,31,1,2.0,4,1,1.0,1,4,A
1847,1,50,1,5.0,4,1,0.0,1,4,A
1848,1,67,1,2.0,7,0,0.0,2,4,D
1849,0,43,1,1.0,1,1,9.0,0,4,A
1850,0,85,1,3.0,7,1,5.0,1,4,A
1851,0,65,1,3.0,0,1,1.0,0,0,C
1852,1,71,1,4.0,4,0,1.0,0,0,D
1853,0,20,0,6.0,5,0,1.0,2,2,D
1854,1,20,0,5.0,5,0,0.0,2,4,D
1855,1,87,1,1.0,0,1,2.552586938083121,2,4,A
1856,0,37,1,2.0,0,1,4.0,2,3,C
1857,1,59,1,2.0,3,0,1.0,0,3,B
1858,0,29,0,4.0,0,1,3.0,2,0,A
1859,1,85,1,2.0,4,1,0.0,1,4,C
1860,0,72,1,2.0,7,1,1.0,1,4,A
1861,0,42,0,2.8253778838504378,0,1,0.0,2,4,B
1862,0,45,1,2.0,0,1,9.0,0,4,C
1863,1,59,1,4.0,3,1,1.0,0,4,B
1864,1,19,0,5.0,1,0,0.0,2,0,D
1865,0,47,1,3.0,0,1,0.0,0,4,C
1866,0,73,1,2.0,0,1,0.0,1,4,C
1867,0,42,1,1.0,0,0,1.0,2,4,B
1868,0,37,0,5.0,1,1,7.0,2,0,A
1869,0,38,0,1.0,0,1,8.0,2,4,B
1870,0,41,0,1.0,0,1,1.0,2,4,A
1871,0,40,0,1.0,3,1,0.0,2,4,A
1872,0,30,1,4.0,3,1,0.0,2,4,A
1873,1,56,1,2.0,0,1,0.0,1,4,B
1874,0,65,1,2.0,7,1,1.0,1,4,A
1875,1,35,1,2.0,0,1,5.0,0,4,C
1876,0,37,1,5.0,2,0,0.0,0,2,B
1877,1,36,0,1.0,3,1,0.0,2,2,D
1878,0,26,1,4.0,6,1,1.0,1,0,B
1879,1,25,0,4.0,4,0,2.552586938083121,2,4,D
1880,1,30,0,4.0,5,0,0.0,2,1,D
1881,1,37,1,2.0,3,1,2.552586938083121,0,2,A
1882,1,30,0,3.0,0,0,0.0,2,4,A
1883,1,46,1,4.0,3,1,1.0,0,3,B
1884,0,38,0,1.0,2,1,1.0,2,2,A
1885,0,40,0,1.0,0,1,2.552586938083121,2,0,B
1886,0,31,0,1.0,0,1,5.0,2,4,A
1887,1,45,1,5.0,4,1,4.0,1,4,B
1888,1,55,1,5.0,2,0,1.0,2,4,A
1889,0,51,1,1.0,2,1,2.0,2,2,A
1890,0,29,0,7.0,6,1,5.0,2,4,B
1891,0,74,1,2.0,0,1,1.0,1,4,C
1892,1,69,1,3.0,3,0,1.0,0,4,B
1893,0,28,0,5.0,1,0,2.552586938083121,2,0,A
1894,1,41,1,2.8253778838504378,4,1,0.0,0,2,C
1895,1,29,1,3.0,5,0,1.0,2,4,D
1896,1,39,1,1.0,0,1,0.0,2,4,B
1897,0,74,1,3.0,3,0,2.552586938083121,1,4,B
1898,0,59,0,1.0,0,1,4.0,2,4,C
1899,1,27,0,3.0,5,0,1.0,2,0,B
1900,1,33,0,1.0,0,0,0.0,2,2,D
1901,1,31,0,2.0,3,0,9.0,2,0,A
1902,1,46,1,3.0,0,0,0.0,0,4,C
1903,0,63,1,2.0,0,1,0.0,2,4,B
1904,1,22,0,4.0,5,0,1.0,2,4,D
1905,0,53,0,5.0,2,1,1.0,2,4,A
1906,1,59,1,1.0,3,0,1.0,2,0,A
1907,1,84,1,2.0,7,1,2.552586938083121,2,0,A
1908,1,63,1,4.0,0,1,1.0,0,4,C
1909,1,35,1,1.0,0,1,8.0,2,4,A
1910,1,21,0,4.0,5,0,1.0,2,4,D
1911,1,67,1,2.0,7,0,0.0,1,4,B
1912,0,41,1,3.0,0,1,1.0,0,2,C
1913,0,27,0,8.0,0,1,0.0,2,0,C
1914,0,53,1,2.0,0,1,1.0,0,3,C
1915,0,33,0,8.0,5,1,4.0,2,1,D
1916,0,32,0,4.0,1,0,0.0,2,4,D
1917,1,59,1,2.0,0,0,5.0,1,4,C
1918,0,50,1,5.0,0,1,1.0,1,4,C
1919,0,50,1,4.0,0,1,1.0,0,3,C
1920,0,41,1,2.0,5,1,1.0,0,6,A
1921,0,71,1,1.0,7,1,1.0,2,4,C
1922,0,33,0,6.0,5,1,1.0,2,6,D
1923,0,46,1,2.0,0,1,2.552586938083121,0,6,C
1924,0,78,0,3.0,7,1,1.0,2,4,A
1925,0,69,1,2.0,7,0,2.552586938083121,1,2,D
1926,0,40,0,1.0,5,1,8.0,2,3,D
1927,1,43,1,3.0,4,1,2.0,1,4,B
1928,1,36,1,3.0,0,1,0.0,1,4,C
1929,1,35,1,2.0,3,1,1.0,0,0,A
1930,1,30,0,4.0,5,0,0.0,2,6,D
1931,1,47,1,2.0,3,0,3.0,0,4,B
1932,1,69,1,1.0,0,0,0.0,2,4,C
1933,1,41,1,5.0,3,1,2.552586938083121,2,6,B
1934,1,33,1,6.0,4,0,4.0,2,6,D
1935,1,27,0,5.0,5,1,6.0,2,0,D
1936,1,38,1,2.0,2,1,6.0,2,6,B
1937,1,35,1,4.0,0,1,2.552586938083121,0,6,D
1938,1,27,1,2.0,0,1,10.0,2,6,B
1939,0,51,1,2.8253778838504378,6,1,9.0,2,6,A
1940,0,52,1,1.0,2,1,4.0,2,6,B
1941,1,53,0,1.0,1,1,0.0,2,4,C
1942,1,43,1,2.0,0,1,8.0,0,4,B
1943,1,42,1,2.0,1,1,8.0,2,4,C
1944,1,36,0,1.0,1,1,9.0,2,4,B
1945,1,36,0,2.0,0,1,14.0,2,4,C
1946,0,40,0,1.0,5,1,1.0,2,4,D
1947,1,47,1,3.0,3,1,2.0,0,4,C
1948,1,30,0,2.0,1,0,1.0,2,2,D
1949,0,53,1,2.8253778838504378,0,1,2.552586938083121,2,6,C
1950,1,45,1,2.0,0,1,5.0,0,4,C
1951,1,33,0,5.0,5,1,0.0,2,4,D
1952,0,40,0,2.0,0,1,8.0,2,4,B
1953,0,36,1,1.0,8,1,5.0,2,4,D
1954,1,32,0,4.0,2,0,0.0,2,4,D
1955,0,51,1,2.0,0,1,0.0,2,4,C
1956,0,49,0,1.0,0,1,0.0,2,4,C
1957,1,81,1,2.8253778838504378,7,0,1.0,2,4,D
1958,1,72,1,4.0,0,1,1.0,0,4,C
1959,0,70,0,2.0,0,1,0.0,2,4,B
1960,1,21,0,3.0,5,0,0.0,2,0,D
1961,1,21,0,5.0,5,0,1.0,2,2,D
1962,0,41,1,4.0,3,0,4.0,0,2,A
1963,0,49,0,1.0,2,0,12.0,2,2,D
1964,0,51,0,1.0,3,0,0.0,2,2,A
1965,1,28,1,5.0,5,0,0.0,0,2,D
1966,1,37,0,2.0,5,1,5.0,2,6,D
1967,0,63,1,3.0,0,1,1.0,0,6,C
1968,1,19,0,4.0,5,0,8.0,2,6,D
1969,0,32,0,3.0,5,0,2.552586938083121,2,2,D
1970,0,51,1,1.0,0,0,6.0,2,4,C
1971,1,26,1,2.0,3,0,3.0,2,2,A
1972,1,61,1,1.0,0,0,0.0,2,4,B
1973,0,51,1,4.0,0,1,0.0,0,4,C
1974,0,45,1,3.0,0,1,0.0,0,4,C
1975,1,29,1,2.0,3,1,1.0,1,6,A
1976,1,47,1,5.0,0,0,0.0,2,6,A
1977,1,25,0,2.0,1,1,1.0,2,6,A
1978,1,40,0,5.0,8,0,0.0,2,2,D
1979,1,45,0,1.0,0,1,1.0,2,2,A
1980,1,32,1,2.0,3,1,1.0,0,2,A
1981,1,38,1,3.0,0,1,0.0,2,5,A
1982,0,38,0,2.0,0,1,8.0,2,6,B
1983,0,48,1,3.0,2,1,7.0,2,6,D
1984,0,71,0,1.0,1,1,0.0,2,4,B
1985,0,46,1,3.0,0,1,3.0,2,4,C
1986,0,46,1,2.0,0,1,9.0,2,4,B
1987,0,49,1,2.0,0,1,7.0,2,4,B
1988,1,43,1,3.0,3,0,0.0,2,2,A
1989,0,38,0,4.0,0,1,6.0,2,2,A
1990,1,25,0,4.0,5,1,8.0,2,4,D
1991,0,46,1,4.0,2,1,0.0,2,5,B
1992,0,28,0,3.0,2,1,9.0,2,4,D
1993,0,41,0,4.0,3,1,5.0,2,4,D
1994,0,32,0,5.0,0,1,9.0,2,4,A
1995,0,21,0,4.0,5,0,0.0,2,6,D
1996,1,22,0,6.0,5,0,1.0,2,2,D
1997,1,27,0,5.0,5,0,0.0,2,2,B
1998,1,40,1,2.0,0,1,0.0,0,0,C
1999,0,68,1,1.0,2,0,0.0,2,2,A
2000,0,25,0,7.0,6,0,1.0,2,2,B
2001,1,28,0,4.0,5,0,1.0,2,2,D
2002,1,28,0,8.0,8,0,2.0,2,2,D
2003,1,27,0,3.0,3,0,1.0,2,2,B
2004,1,67,1,4.0,3,0,5.0,0,2,D
2005,1,46,1,9.0,4,0,4.0,2,2,D
2006,0,33,0,4.0,3,0,8.0,2,2,D
2007,0,40,1,3.0,1,1,6.0,0,2,B
2008,0,48,1,7.0,0,0,5.0,0,2,A
2009,1,42,1,5.0,4,0,0.0,1,2,A
2010,1,56,0,1.0,0,1,1.0,2,4,B
2011,0,51,0,1.0,2,1,3.0,2,4,A
2012,0,27,0,1.0,5,1,0.0,2,3,D
2013,0,25,0,3.0,1,1,7.0,2,2,D
2014,0,51,1,2.0,0,0,9.0,1,2,A
2015,0,26,1,2.0,5,1,2.552586938083121,0,4,A
2016,0,35,0,1.0,1,1,0.0,2,4,A
2017,0,25,1,3.0,1,1,1.0,2,4,A
2018,1,30,0,3.0,5,0,6.0,2,4,C
2019,0,41,0,1.0,5,1,9.0,2,4,A
2020,1,42,1,3.0,0,1,6.0,2,4,A
2021,0,40,1,5.0,0,1,8.0,1,4,B
2022,1,36,0,1.0,3,1,13.0,2,4,D
2023,0,39,0,1.0,0,1,9.0,2,4,B
2024,1,40,1,3.0,4,1,7.0,1,4,C
2025,0,40,1,2.0,2,1,1.0,0,4,B
2026,1,28,0,6.0,0,1,9.0,2,4,D
2027,0,31,0,2.8253778838504378,8,1,8.0,2,5,D
2028,1,41,0,1.0,0,1,4.0,2,4,A
2029,0,28,0,5.0,2,1,9.0,2,4,D
2030,1,30,0,1.0,5,1,1.0,2,4,D
2031,0,30,0,1.0,5,1,1.0,2,4,D
2032,0,38,0,2.0,0,1,9.0,2,4,A
2033,1,43,1,1.0,0,1,7.0,2,3,B
2034,1,29,0,1.0,3,1,9.0,2,4,D
2035,0,30,0,3.0,5,1,9.0,2,4,D
2036,1,27,1,2.0,5,1,0.0,2,4,D
2037,0,48,1,2.0,0,1,0.0,0,4,C
2038,0,51,0,1.0,0,1,1.0,2,4,C
2039,0,48,0,1.0,8,1,0.0,2,4,D
2040,0,28,0,1.0,8,1,9.0,2,4,D
2041,0,40,0,1.0,0,1,3.0,2,4,B
2042,1,51,1,2.0,0,1,1.0,2,4,D
2043,0,36,1,2.0,8,0,8.0,2,4,A
2044,0,51,0,1.0,8,1,9.0,2,4,D
2045,1,45,1,4.0,4,1,5.0,1,2,B
2046,1,40,0,1.0,0,1,8.0,2,4,A
2047,1,40,0,1.0,0,1,0.0,2,3,A
2048,1,41,1,2.0,0,1,2.0,2,4,C
2049,1,43,1,4.0,3,1,0.0,0,4,B
2050,1,21,1,3.0,5,0,1.0,2,4,D
2051,1,23,0,4.0,5,0,1.0,2,4,D
2052,0,31,0,3.0,1,0,0.0,2,4,D
2053,0,42,1,2.0,3,1,6.0,2,4,B
2054,1,61,1,1.0,0,0,0.0,2,3,B
2055,0,45,1,1.0,6,1,0.0,2,6,B
2056,0,63,1,1.0,0,1,5.0,2,6,C
2057,1,86,1,1.0,7,0,0.0,2,4,D
2058,0,67,1,3.0,2,0,2.552586938083121,1,3,B
2059,1,71,1,3.0,4,0,2.552586938083121,1,3,B
2060,0,43,1,2.0,3,0,14.0,2,6,A
2061,1,28,1,2.0,3,0,2.552586938083121,2,4,A
2062,1,47,1,2.0,3,0,0.0,2,4,A
2063,0,53,1,4.0,0,1,0.0,0,4,C
2064,0,36,1,2.0,3,0,1.0,0,2,A
2065,1,35,1,2.8253778838504378,3,0,1.0,2,2,A
2066,0,48,1,4.0,0,1,1.0,1,4,C
2067,0,60,1,3.0,0,1,3.0,2,2,B
2068,0,45,1,1.0,4,0,2.552586938083121,2,4,A
2069,0,42,1,2.0,2,0,0.0,2,4,A
2070,0,89,1,1.0,7,1,1.0,2,4,D
2071,0,23,0,2.0,8,0,4.0,2,6,D
2072,1,46,1,1.0,6,1,11.0,2,6,A
2073,1,22,0,4.0,0,0,8.0,2,2,D
2074,0,30,0,7.0,5,0,0.0,2,4,B
2075,1,58,1,2.8253778838504378,3,1,0.0,2,4,A
2076,1,73,1,4.0,0,1,0.0,0,4,C
2077,0,71,1,1.0,7,1,0.0,2,4,B
2078,0,35,1,5.0,2,0,0.0,2,4,A
2079,1,52,1,4.0,3,1,1.0,0,4,B
2080,1,84,1,2.0,7,1,0.0,2,4,B
2081,1,47,1,5.0,3,1,1.0,0,4,C
2082,1,39,1,2.0,4,0,0.0,2,4,D
2083,0,40,1,3.0,2,0,0.0,2,2,A
2084,0,46,0,1.0,0,1,1.0,2,4,B
2085,1,40,0,2.0,0,1,3.0,2,4,A
2086,0,27,0,6.0,0,0,1.0,2,4,D
2087,0,23,0,4.0,5,0,4.0,2,3,D
2088,0,21,0,2.0,0,1,1.0,2,4,D
2089,1,70,1,2.0,7,0,2.0,1,4,A
2090,1,28,1,2.0,3,1,1.0,2,4,B
2091,0,58,1,4.0,6,1,1.0,2,4,B
2092,0,27,1,2.0,3,1,0.0,0,4,A
2093,0,49,1,5.0,2,0,0.0,0,4,C
2094,0,37,1,3.0,2,0,8.0,0,4,A
2095,1,39,1,4.0,3,0,1.0,0,4,B
2096,0,28,0,4.0,1,0,2.0,2,4,D
2097,1,73,1,2.0,3,0,0.0,0,4,C
2098,0,51,1,5.0,0,1,1.0,0,6,C
2099,0,48,1,3.0,1,1,8.0,0,0,B
2100,1,72,1,2.8253778838504378,6,1,9.0,2,4,A
2101,1,47,1,2.8253778838504378,0,0,1.0,0,4,C
2102,0,67,1,1.0,1,1,0.0,2,2,B
2103,1,77,1,2.0,7,1,0.0,1,2,B
2104,1,46,1,3.0,0,1,3.0,0,4,C
2105,0,52,1,4.0,0,1,1.0,0,4,C
2106,1,67,1,1.0,7,0,1.0,2,4,D
2107,1,62,1,4.0,1,1,0.0,0,4,C
2108,1,45,1,3.0,1,1,8.0,0,2,B
2109,1,40,1,5.0,1,1,1.0,0,2,B
2110,0,60,1,2.0,0,1,4.0,0,6,C
2111,0,37,1,4.0,1,1,8.0,0,0,C
2112,1,69,1,1.0,4,0,2.0,1,4,C
2113,0,58,1,4.0,0,1,1.0,1,4,C
2114,1,52,1,2.8253778838504378,0,1,1.0,2,4,C
2115,1,20,0,5.0,5,0,2.0,2,4,D
2116,0,23,1,4.0,5,0,6.0,2,0,D
2117,1,66,1,1.0,0,1,0.0,2,2,B
2118,1,19,0,3.0,5,0,1.0,2,0,D
2119,0,53,1,5.0,0,1,0.0,0,4,C
2120,0,59,1,1.0,6,1,6.0,2,4,C
2121,0,61,1,4.0,0,1,0.0,0,2,C
2122,0,68,1,2.0,2,1,1.0,2,2,B
2123,1,20,0,3.0,5,0,1.0,2,2,D
2124,1,20,0,4.0,5,0,1.0,2,0,D
2125,0,49,1,4.0,0,1,0.0,2,0,C
2126,1,19,0,3.0,5,0,1.0,2,0,D
2127,0,27,0,4.0,5,0,1.0,2,4,C
2128,1,32,1,2.0,0,1,1.0,2,6,A
2129,0,67,1,3.0,0,1,0.0,0,2,C
2130,1,27,0,3.0,3,0,1.0,2,0,D
2131,1,72,1,2.8253778838504378,4,1,0.0,2,4,A
2132,0,32,0,5.0,1,0,1.0,2,2,D
2133,0,28,0,2.0,0,0,0.0,2,6,A
2134,1,29,1,2.8253778838504378,5,1,8.0,2,4,D
2135,0,19,0,5.0,5,0,1.0,2,0,D
2136,0,52,1,5.0,0,1,1.0,0,0,C
2137,0,47,1,2.0,1,1,1.0,0,0,A
2138,1,19,0,5.0,5,0,3.0,2,0,D
2139,0,18,0,2.8253778838504378,5,0,5.0,2,2,D
2140,0,79,1,2.0,7,0,1.0,1,4,D
2141,0,19,0,4.0,5,0,1.0,2,2,D
2142,0,48,1,3.0,0,1,0.0,2,0,C
2143,1,52,1,3.0,0,1,1.0,0,0,C
2144,1,23,0,4.0,5,0,1.0,2,4,D
2145,0,58,1,1.0,0,1,1.0,2,2,B
2146,0,69,1,1.0,2,1,1.0,2,4,B
2147,1,37,1,1.0,3,1,4.0,2,4,B
2148,0,30,0,3.0,5,0,0.0,2,4,D
2149,0,25,1,4.0,5,0,0.0,2,4,D
2150,0,39,0,2.0,2,1,8.0,2,2,A
2151,1,43,1,2.0,3,1,3.0,2,2,A
2152,0,32,0,1.0,2,0,0.0,2,2,A
2153,1,23,0,5.0,5,0,0.0,2,6,D
2154,0,30,0,3.0,5,0,1.0,2,2,B
2155,0,41,1,2.0,2,0,1.0,2,2,A
2156,1,49,1,2.0,0,1,1.0,0,1,C
2157,1,66,1,3.0,4,0,6.0,2,2,D
2158,0,67,1,2.0,1,1,1.0,2,4,B
2159,1,30,0,2.0,5,1,0.0,2,4,D
2160,0,39,0,1.0,1,1,6.0,2,0,B
2161,0,52,1,4.0,0,1,0.0,2,0,C
2162,0,57,1,5.0,0,1,0.0,0,4,C
2163,1,63,1,1.0,4,1,1.0,1,4,B
2164,0,52,1,3.0,6,0,4.0,1,4,B
2165,1,61,1,2.0,0,1,8.0,0,4,C
2166,1,35,1,2.0,3,1,7.0,2,4,B
2167,1,52,1,2.0,0,1,4.0,0,4,C
2168,0,45,1,2.0,2,1,2.0,1,2,B
2169,1,37,1,2.0,3,1,8.0,0,4,C
2170,0,45,1,2.0,2,1,1.0,0,4,C
2171,0,55,1,2.8253778838504378,2,1,0.0,0,4,A
2172,0,49,1,2.8253778838504378,2,1,4.0,0,6,B
2173,0,42,1,6.0,3,0,1.0,2,6,B
2174,0,39,1,2.0,1,1,3.0,1,2,A
2175,1,18,0,3.0,5,0,0.0,2,6,D
2176,1,43,1,3.0,0,0,1.0,0,6,B
2177,1,50,1,4.0,4,0,1.0,0,4,B
2178,1,37,1,4.0,0,1,1.0,0,4,C
2179,0,37,0,1.0,2,1,1.0,2,4,A
2180,1,63,1,3.0,3,1,0.0,2,4,A
2181,1,83,1,2.0,7,1,1.0,2,6,A
2182,1,55,1,3.0,0,1,1.0,0,6,C
2183,1,71,1,3.0,0,1,1.0,2,4,A
2184,1,87,1,1.0,7,0,1.0,2,2,A
2185,0,49,1,5.0,3,1,2.0,0,6,B
2186,1,27,1,4.0,1,0,0.0,2,2,D
2187,0,25,1,4.0,8,0,1.0,2,2,D
2188,1,42,1,2.0,5,0,0.0,2,6,D
2189,0,66,1,2.0,0,1,4.0,2,4,B
2190,0,32,0,1.0,5,1,1.0,2,4,D
2191,0,32,1,2.0,1,1,4.0,2,4,D
